text,airline_sentiment
@SouthwestAir   Yes. Dale at Baggage office was wonderful. But not everyone is on the same page down there... We had a 6 hour wait!,negative
@united Tell me that you're at least going to cover a room and get me out of here.,negative
"@AmericanAir I need to go to YYZ tmr morning 8am. I switched to United already, but my bag is still off in AA la-la land.",negative
"@AmericanAir Why is it ok that no-one can help me with the bag you lost on my honeymoon 3months ago, this is not responsible or professional",negative
@USAirways I have a story for you. It starts with a two hour delayed flight that makes me miss my connection in Miami.,negative
"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26",negative
@JetBlue ive tried on my phone and laptop :(,negative
@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer,positive
"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",negative
@AmericanAir is there a way to reserve my dog’s flight without speaking with a representative? Just was booted from your helpline!,negative
"@USAirways please help! No bags, no way to get through to customer service since 8AM this morning! Help!!",negative
@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️,positive
@AmericanAir Thank you.,positive
@SouthwestAir flight # 317,negative
@united thank you for letting me down.My luggage is still in Denver but I'm in Phl. #neveragain #flyingwithUS #disappointed #lostacustomer,negative
"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own.",negative
@AmericanAir @andyellwood @delk lol. I was sure I'd wake up to more of a response than this half-thought auto tweet. hope you made it out.,negative
STOP. USING.THIS.WORD. IF. YOU'RE. A. COMPANY. RT @JetBlue: Our fleet's on fleek. http://t.co/Fd2TNYcTrB,negative
"@usairways you made us miss our flight, first class now I can't even enter the admirals club.  Not happy  dm me to fix this.",negative
@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊,positive
@USAirways how do I get you to stop sending me emails about my ex boyfriends account? I don't care how many points he has! He only has,negative
@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI,positive
"@united It's the horrible attitude from staff after , not just the delay. Not the level of service or respect one expects from United",negative
@united What is the point of a UPC code on checked baggage if you can't tell me where my luggage is? Vacation- day 3: trying on swimsuits...,negative
@JetBlue My wife was with our dog.  They wouldn't even let her out off the plane.  My daughter was at Newburgh lives close by. So wrong,negative
@USAirways the plane is moving and it's no ice. We are moving to the end of the runway to sit because LGA has one runway open.,negative
"@SouthwestAir I tried for 5hrs to contact SW! Twitter, fb, phone, email w/ no reply. 24hrs Late Flightr u respond, what could you do at this point?",negative
@USAirways Can't wait for the trip. Thanks for getting me there!,positive
"@SouthwestAir Yes, please.",positive
@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.,negative
@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!,positive
"@AmericanAir Will it be this year, do you think?",negative
@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),positive
"@USAirways US 728 then lost ground power three different times. Not only grounded endlessly; now without air, lights, entertainment.",negative
@AmericanAir I don't believe it's acceptable to have a ticket # changed after check in time &amp; not be notified. Apparently that's standard.,negative
@united thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted,negative
@USAirways all these planes sitting here and no one going home. #usairwaysfail http://t.co/jN3V3k3qGv,negative
@SouthwestAir is main supporter of play where Jesus is portrayed as homosexual partner of Judas and who performs a “gay wedding” #boycott,negative
.@AmericanAir @TyWinter it's really the small things--the details--that make an excellent experience or a really irritating one.,positive
@USAirways Another dead end.  They only handle AA L&amp;F.  They gave me the same failed # I already had. 610-362-7498(99) VM full.  #lost,negative
@USAirways  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold,negative
@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,negative
@USAirways no my flight plans have been delayed until tuesday due to your computer crash,negative
"@USAirways flights &amp; ""customer relations"" are extremely disappointing. Faced too many problems to type. apology=$25 towards a flight. A JOKE",negative
"@USAirways And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",negative
"@AmericanAir I love very much your planes, can you please follow me back? It's an amazing bussines!",positive
@USAirways been on hold way to long!  Is this the best level of service you can provide? - one hour+ is too long!,negative
@united Just had the worst experience ever flying with you,negative
"@united gotta love giving up 1st class upgrade b/c flight delayed, to get another flight (also delayed) just to ensure I make my connection.",negative
@JetBlue you bet:),positive
@JetBlue still waiting for bags from flight 26. It landed an hour ago.,negative
"@united  UA 1706 there is no way a plane ""loses its software"" I believe you decided to do an upgrade...",negative
@JetBlue this is lovely!,positive
@USAirways us air should be ashamed of this service - on hold for hours? No help from any representative just to reschedule due to weather ?,negative
@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,negative
@united was a sponsor of the oscars? No wonder it was a half hour delayed. #Oscars,negative
@JetBlue Wish Everyone felt like you,positive
@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(,positive
@USAirways 45 minutes on hold waiting to speak with an agent !! Come on #USAirways !!! Ridiculous #baggagelost #usairways,negative
@united yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM,negative
"@USAirways No, they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer. 5 hours...",negative
@JetBlue glad you like it. Feel free to steal it.,positive
@united - you delayed our departure by 2 hrs to wait for passengers from another flight that was Late Flight! Unacceptable!!,negative
@USAirways Sadly your words don't represent your company's actions. Talk is cheap.,negative
"@AmericanAir would have been had I seen this before 1130pm EST, when I was sound asleep.",negative
@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father,negative
@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,positive
@united Making sure your flights aren't delayed due to poor maintenance would be a start.,negative
@USAirways I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!,negative
@USAirways NOW they're not even accepting calls AT ALL! Come on.,negative
@United @UnitedAirlines and the hits keep on coming. http://t.co/44ZHmfDIW6 #unitedfail #unitedwithivy,negative
@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,negative
@USAirways you can send my luggage to my house👋,negative
@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,negative
@JetBlue Awesome! #bestairlineever,positive
@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,negative
@SouthwestAir There's nothing I love more than being on hold for over an hour http://t.co/LIQWoblFbT,negative
"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful",negative
@USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly,negative
@SouthwestAir is the best airline out there no one is better than them #OneLove #Southwest #bestairline,positive
@JetBlue good to hear. Thx for being responsive.,positive
@SouthwestAir On hold for two hours and it timed-out on me. Great system you got there.,negative
"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",positive
.@united Thanks. Hopefully this is easily resolved.,positive
"@JetBlue this is awful! flight out of jfk for our honeymoon is delayed AGAIN until 1225 AM, and we lost money on a hotel now! #delayforwhat?",negative
@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,positive
@AmericanAir pathetic to have your gate agents lie to my face when you are at fault,negative
@AmericanAir not helpful,negative
@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl,positive
@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.,positive
@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,negative
"@united appreciate it, but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue",negative
@AmericanAir ...is this how you want to treat your platinum (and two gold) flyers??,negative
@USAirways @AmericanAir u are the worst airline ever figure out the merger #dontmakemegooutside,negative
@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.,positive
@USAirways not impressed with your customer service. everyone has been unhelpful and incredibly rude.,negative
@SouthwestAir when will airfare be available through December of this year? I have 2 major trips coming up and I'm anxious to book them!,negative
@JetBlue u now have my gears grinding. The JFK baggage office told me I need to bring the bag back right now if not they will close my claim,negative
@VirginAmerica delayed to10.30!!,negative
Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”,positive
@USAirways we appreciate auto rescheduling our Cancelled Flightled flight-- but you have nothing sooner than Tuesday? can fly into alternate loc?,negative
@JetBlue why would you hire a guy who doesn't care about the safety of children? Not remotely acceptable. http://t.co/lKFh9HYHW8,negative
@SouthwestAir save mile to visit family in 2015 and this will impact how many times I can see my mother.  I planned and you change the rules,positive
@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,negative
@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.,negative
"@AmericanAir while I'm sensitive to this fact, I don't believe that warrants poor service. A little help &amp; compassion goes a long way.",negative
@united you suck.    9 hour delay?!,negative
"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn",negative
@united maybe on my return trip 👍,positive
@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,negative
@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome,positive
@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,negative
"@AmericanAir great, thanks!",positive
@SouthwestAir is this a sick joke? #toyingwithouremotions,negative
@SouthwestAir when you're on hold with southwest for over 2 hours and it automatically hangs up on you. #iusedtoloveu http://t.co/tEFHpuWMdJ,negative
@SouthwestAir sign me up!,positive
@USAirways actually it landed in BWI 30 minutes ago. She is stranded but I have friends to help. You FAILED big time on this one.,negative
@USAirways this is ridiculous #planebroken can't wait to board this one home 5 hours Late Flightr #neverontime #brutal #paymytab,negative
@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,positive
@SouthwestAir Thnx. Hopefully it's just on the nxt flight up. I've got 3 shows this wknd. Worst case I'll just turn my sweatshirt inside out,negative
@united nice and early back home! http://t.co/geG4nghmIE,positive
@USAirways #tbt every day.,positive
@SouthwestAir I would die if I got tickets to #DestinationDragons and you would be invited to my funeral,negative
@USAirways why I can't book a flight to PRN through your website?,negative
"@SouthwestAir well, it was fun while it lasted. Not happy about the change to redeeming reward points. Won't be loyal anymore.",negative
@united From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family &amp; I miss cnxn in EWR. Please see my DMs.,negative
@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson,negative
"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost.",positive
@united the costumer services here at Denver Intl Airport is ridiculous bad!,negative
@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.,negative
"@AmericanAir our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc",negative
@SouthwestAir  been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? @SouthwestAir  #BNA,negative
@united your website is a complete joke when using safari!,negative
"@USAirways lack of communication with other offices, the customer, &amp; yall never update ur systems. U guys are 2 established 4 this mess",negative
@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail,negative
@JetBlue ready to go to Disneyworld!  For the @runDisney #PrincessHalf http://t.co/sTQY9V8256,positive
".@JetBlue ooookay @ABC that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars",negative
"@SouthwestAir been on hold for over an hour.....not cool, you guys.",negative
@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,negative
@AmericanAir @MurphyJulie it took them 6 hours to call me back. Then it disconnected twice. 😢 I'll never get back to work,negative
@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank,negative
@AmericanAir how do I redeem a travel voucher for a flight if I can't reach a travel agent by phone? My hold expires in 24 hours,negative
@AmericanAir The bad weather wasn't a surprise! You should have double/triple staff on hand to handle calls. Way to treat your customers.,negative
@united your customer service is crap.,negative
@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,positive
@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.,negative
@united where is our luggage,negative
@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.,negative
"@united time for a rant...you delayed my flight and still forgot my luggage...then delayed on the Tarmac, moments I love you United",negative
“@united: @leigh_emery We don't like to hear this. Is there anything we can help with? Thanks. ^EY” another empty offer for help.,negative
@JetBlue U said 15mins to Take Off and now we were told 1hr more delay &amp; possible Cancelled Flightlation. How do U plan to rectify this? #Frustrated,negative
@AmericanAir Is there lack of communication/competition between the American and the Air by any chance?,negative
@USAirways Your customer service line keeps telling me call back Late Flightr and disconnects. How can I talk to someone about my flight?,negative
@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,negative
"@AmericanAir nothing, you have done enough.",negative
"@AmericanAir pretty impressed with the in flight entertainment. Full touch, usable, smooth, good selection.",positive
@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,positive
"Noooo don't do it, please don't do it 😩RT @JetBlue: Our fleet's on fleek. http://t.co/lsxJI0oUvR”",negative
@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,negative
@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.,negative
@united ridiculous! I have to be refunded whenever I get at my final destination or not!,negative
@AmericanAir why are you still selling tickets when you haven't rebooked people to arrive at their destinations on time?,negative
@SouthwestAir  no such thing as a free flight. Gonna be spending $100 on board rental bc #swa couldn't get my baggage to greenville w me.,negative
@united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals,negative
@USAirways and despite tailwind… Will still be Late Flight.,negative
@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,negative
"@USAirways my buddies are currently delayed 3.5 hours and counting in DCA on their ways to CAE for a golf week, any compensation? #FlyDelta",negative
"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!",negative
@USAirways you are the worst.,negative
@AmericanAir Best planes in the business. NOT? AA5411 today. http://t.co/I7Vdi9WqSF,negative
@SouthwestAir having trouble with Wifi. No matter what I get redirected back to getconnected page even though it says I'm connected.,negative
@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,negative
"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv",negative
@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons,positive
@united I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?,negative
"@AmericanAir 30 minutes flight from OKC and then make us wait, 30 minutes cause the gate isn't empty.  #epicfail #poorplanning",negative
@united to DM you I have to follow you and I'm not doing that. Plus they're no more options. That's why I had to fly with you. #epicfail,negative
"alright @JetBlue.... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)",positive
@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!,positive
@AmericanAir Filled out a baggage claim over the phone last night. Check the status to discover the rep confused Arkansas for Alaska 😒,negative
@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with,negative
@united It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on Late Flightr,negative
@united new flight has me at the window. Kind of ticked off. I pick aisle seats only because I hate window seats. #annoyed #EpicFail,negative
@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!,negative
@united so unhelpful... http://t.co/vBfIeo2qJC,negative
@AmericanAir fantastic thanks! Will try and tweet a photo of the view :),positive
@united Also your at-gate monitor showed 23 empty seats,negative
@united no u don't,negative
@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,negative
@SouthwestAir please help on hold forever to check in for flight,negative
@AmericanAir it's not a friend it's a legally required chaperone on a school trip.,negative
@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle,negative
@AmericanAir overall lack of attention or foresight when managing flights.,negative
@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,negative
@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf,positive
@united thanks for making sure they hear the message!,positive
@AmericanAir thanks.....,positive
"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!",negative
@JetBlue ’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw,negative
@united I need #United to be a better airline!!,negative
@united 132 characters does not cover my reasons I'm afraid,negative
"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ",negative
"@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky",negative
@JetBlue Thank you!,positive
@united have since dropped to 2 layovers but still not acceptable.,negative
"@USAirways #success made flight , please thank the crew of 556 great time recovery",positive
@AmericanAir no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg,negative
@united not able to DM you my confirmation number,negative
"@united keeps delaying my flight, horrible customer service",negative
@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!,negative
@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/,negative
"@USAirways nope, they just announced we're headed back to the gate.",negative
"@SouthwestAir used to love you, but you keep rescheduling my flights.  #southworst",negative
@JetBlue you guys rock!,positive
"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?",negative
@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!,positive
@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,negative
@JetBlue Found someone to ask. No answers. Landed almost 40 minutes ago.,negative
"@united we are delayed in San Pedro, Belize. We are scheduled to fly out at 3pm from Belize City to Houston. Will you wait please?",negative
"@JetBlue your customer services agent Jorge at Orlando International is rude and disrespectful, I never want to deal with your bullshit ever",negative
@united UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.,negative
@USAirways #Wronganswer. Talk is cheap. Customer service is the action of making things right for the customer. #fail again.,negative
"@JetBlue I was believing you for a minute, but we just got delayed for a 3rd time!",negative
"@AmericanAir Thanks guys, you got it. I'm heading to Milan on Wednesday, so big week with the AA family :)",positive
@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,negative
"@united no commitment to a good turnaround, an operations mgr would have counted a dozen small issues with individual performance",negative
@united perhaps you could fix this? https://t.co/72RMpkOGwu and this https://t.co/901HLNgBtX #answerthis,negative
.@SouthwestAir Thx for the follow up. Just sent DM,positive
"@JetBlue good to know, thanks so much!",positive
"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment",negative
@USAirways surprisingly quick response time by you and them. Thanks!,positive
@united that would be great - 1k us651621,positive
"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim.",negative
@SouthwestAir is the best. Case and point. https://t.co/ucVnilMb4x @ryand2285 #HappyBirthday,positive
"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help",negative
"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",positive
"@USAirways Yes, there is horrible snow. But seriously, can you not hire more people to answer the phones? Competitor have call back numbers.",negative
@SouthwestAir 4 flights Cancelled Flightled in one week?! Customer Service is 💩💩💩💩,negative
"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA",negative
@AmericanAir when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft..,negative
@USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time.,negative
@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.,negative
@AmericanAir most horrendous service ever !! On off two planes. Been in Phil for 10 hrs. Now captain can't get flight info to print? #wtf,negative
"@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?",negative
"@AmericanAir I understand that. But 14 hours Late Flightr, I still haven't heard a word! How can you plan your week with no zero information!",negative
@united Thank you! You need to follow back tho otherwise I can't DM you. X,positive
@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,negative
@USAirways WORST customer service ever!!!,negative
@SouthwestAir is not being responding to the @SpecialOlympics athletes.  #notcool #Southwest,negative
"@USAirways - how do I get an answer to my question?  Holding for hours , after 6x getting your message just said you aren't taking calls.",negative
@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,positive
@SouthwestAir no one I call knows anything about it so I'm just wondering how to get any? #DestinationDragons,negative
@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx,positive
@united Which just speaks to basically the worst designed web system ever.,negative
@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR,positive
@united @bwood we'd prefer everyone hear our complaints amount your airline,negative
@SouthwestAir crazy how every airline flew out to the northeast tonight except you,negative
@united I would appreciate an answer on why we weren't alerted flight had been Cancelled Flighted until plane landed.  #showsomerespect,negative
"@united assistance with what, the attitude of your staff no matter which airport we are at?",negative
@united trying to book flight w/miles. Was on hold for 50m before I gave up. Need to get 6 on same flight using two diff # and pay 4 1tix,negative
@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again,negative
@USAirways that is actually not true! You can get a seat online after a big hassle. That policy is totally dishonest and misleading. #FAA,negative
@AmericanAir thanks. They did not charge anything in the end so all is good.,positive
@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,negative
@AmericanAir can you?,negative
@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,negative
@AmericanAir Flight 4606 from MEM to DCA delayed 6 hours! Now holding breath while they keep me trapped 3 hours to de-ice. #scareair,negative
@JetBlue dispatcher keeps yelling and hung up on me!,negative
Stop. Please. RT @JetBlue: Our fleet's on fleek. http://t.co/EUl6sDURbU,positive
@united it's kinda funny. No worries.,positive
@USAirways over 4 weeks since you took our money and left us stranded 9 hours from home. Had to rent a car and you still have not helped us,negative
@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,negative
@USAirways Delays due to faulty engine light. Great work guys. Coming up on 2 hrs sitting on the plane #WorstAirlineInAmerica,negative
"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD",negative
@USAirways provided the best service for me today! Thank you so much :),positive
"@JetBlue dropping passengers with small baby and 3 infants at your San Juan terminal. As unloading baby, officer writes me ticket for $75",negative
@AmericanAir you could train your flight attendants to have some manners and decency,negative
@JetBlue my flight 475 Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int,negative
@AmericanAir is rude a hiring requirement at key west airport shaking my head,negative
@SouthwestAir thanks for getting me back to Nashville. Big thanks to the pilots on the 6:15 out of Baltimore. Flying in snow landing on ice.,positive
"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper",positive
@AmericanAir Additional fare cost $19.. Tix change price 195 UK Pounds ($304). $19 not the issue the 195 UK Pounds IS ! #badcustomerservice,negative
"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS.",negative
"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight",negative
“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”,positive
@united you should tell that to the staff at LAX then. I boarded group 5 at the very end of the queue as a Gold member. Thanks for nothing.,negative
@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.,negative
@united is my favorite airline.,positive
@USAirways Look at that. The flight I have been trying to book for 3 days is gone. I guess someone got through. Thanks! Keep up the #Failing,negative
@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,negative
"@JetBlue Didn't find out my flight for NY, scheduled to leave at 9:30pm, is delayed by more than 1.5hrs until AFTER checking in. Huge fail.",negative
@united - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious,negative
@JetBlue if I had made as many mistakes as you in as short a period of time. I would I have lost my job at this point!!!,negative
@united #4781 Cancelled Flightled. #5102newflight I will be upset if this one Cancelled Flights too. I could have rented a car if they would have been honest.,negative
@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.,negative
@united I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,negative
@USAirways I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.,negative
@SouthwestAir Trying to add my dog on the flight but can't get through.,negative
"@AmericanAir when you strand someone in a city without luggage you would think AA would want to earn your business, but guess not?",negative
@USAirways  is there a better time to call? My flight is on Friday and I need to change it. Worried I may be on hold until then.,negative
@JetBlue You definitely will!,positive
@AmericanAir thanks so much!,positive
@USAirways #FAILINGYOURCUSTOMER ONE BY ONE,negative
@SouthwestAir could you add me to that list? Been on hold for an hour 15,negative
@SouthwestAir sign me up!,positive
"@JetBlue You have very unhappy customer. After waiting 20 min on hold, rude &amp; uncaring rep has now frozen my acct. can't print bdng pass!",negative
"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse",negative
@AmericanAir not yet. I'm next in the terminal a customer service area.,negative
@united but we are on All Nippon now (booked by United to replace the one we missed).,negative
@JetBlue thanks so much for your condolences and quick response. It is very much appreciated,positive
@AmericanAir What's with your baggage handlers calling out at DFW today? No luggage onboard the planes.,negative
"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines",positive
@united perfect! That works! Thank you!,positive
"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",negative
@USAirways I packed a carry on for a reason. Thanks for making me check it. I hoped for better customer service in CLE also. #nothappy,negative
"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",negative
@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,negative
"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced.",negative
@united - Thanks. Formed submitted. I'm not betting someone would be honest enough to turn it in though...,negative
@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,negative
@JetBlue @TSA JetBlue never disappoints !,positive
@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun,negative
